Metadata associated with the characterized prophages
Host AccesionNumber,PhageID,SpeciesID,GenusID,IsolationSource,Host,Country
GCA_023735895,AP025907.1||2,14,29,N/A,E. hormaechei,Japan
GCA_023736015,AP025931.1||2,14,29,N/A,E. hormaechei,Japan
GCA_009497055,CP045611.1||5,15,7,N/A,E. hormaechei,Lebanon
GCA_019056615,CP077660.1||3,15,7,Clinical,E. hormaechei,China
GCA_028752775,CP115150.1||2,15,7,Human,E. hormaechei,India
GCA_030847665,CP126824.1||3,15,7,Animal,E. hormaechei,Switzerland
GCA_030847685,CP126815.1||3,15,7,Animal,E. hormaechei,Switzerland
GCA_030848085,CP126798.1||6,15,7,Human,E. hormaechei,Switzerland
GCA_030848105,CP126804.1||5,15,7,Human,E. hormaechei,Switzerland
GCA_030848125,CP126807.1||3,15,7,Animal,E. hormaechei,Switzerland
GCA_030848145,CP126811.1||3,15,7,Animal,E. hormaechei,Switzerland
GCA_030848165,CP126819.1||3,15,7,Animal,E. hormaechei,Switzerland
GCA_030848185,CP126827.1||3,15,7,Animal,E. hormaechei,Switzerland
GCA_905232775,OW849483.1||3,15,7,Human,E. hormaechei,Spain
GCA_905322535,OW967388.1||4,15,7,Human,E. hormaechei,Spain
GCA_905331095,OW968296.1||3,15,7,Human,E. hormaechei,Spain
GCA_905335505,OW969715.1||3,15,7,Human,E. hormaechei,Spain
GCA_015910265,CP047736.1||2,16,26,Human,E. hormaechei,Canada
GCA_015910285,CP047740.1||2,16,26,Human,E. hormaechei,Canada
GCA_015910325,CP048696.1||2,16,26,Environmental,E. hormaechei,Canada
GCA_015910345,CP049021.1||2,16,26,Environmental,E. hormaechei,Canada
GCA_015910365,CP047757.1||2,16,26,Human,E. hormaechei,Canada
GCA_019355415,CP049290.1||3,16,26,Human,E. hormaechei,China
GCA_022023895,CP066094.1||2,16,26,Environmental,E. hormaechei,Canada
GCA_023612875,CP039388.1||2,16,26,N/A,E. hormaechei,China
GCA_026015945,CP110354.1||3,16,26,Human,E. hormaechei,China
GCA_026240655,CP110857.1||2,16,26,Human,E. hormaechei,China
GCA_027271235,CP114571.1||3,16,26,Environmental,E. hormaechei,China
GCA_903993075,OW970506.1||2,16,26,Human,E. hormaechei,Spain
GCA_903993235,OW970409.1||2,16,26,Human,E. hormaechei,Spain
GCA_023734855,AP025772.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023734915,AP025780.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023734935,AP025782.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023734955,AP025784.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023734975,AP025787.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023734995,AP025790.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735035,AP025795.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735055,AP025797.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735155,AP025801.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735215,AP025807.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735275,AP025815.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735295,AP025818.1||3,17,8,N/A,E. hormaechei,Japan
GCA_023735315,AP025821.1||3,17,8,N/A,E. hormaechei,Japan
GCA_015910265,CP047736.1||4,18,14,Human,E. hormaechei,Canada
GCA_015910285,CP047740.1||5,18,14,Human,E. hormaechei,Canada
GCA_015910325,CP048696.1||4,18,14,Environmental,E. hormaechei,Canada
GCA_015910345,CP049021.1||4,18,14,Environmental,E. hormaechei,Canada
GCA_015910365,CP047757.1||5,18,14,Human,E. hormaechei,Canada
GCA_019355415,CP049290.1||5,18,14,Human,E. hormaechei,China
GCA_022023895,CP066094.1||4,18,14,Environmental,E. hormaechei,Canada
GCA_023612875,CP039388.1||3,18,14,N/A,E. hormaechei,China
GCA_026015945,CP110354.1||4,18,14,Human,E. hormaechei,China
GCA_027271235,CP114571.1||4,18,14,Environmental,E. hormaechei,China
GCA_903993075,OW970506.1||3,18,14,Human,E. hormaechei,Spain
GCA_903993235,OW970409.1||3,18,14,Human,E. hormaechei,Spain
GCA_023734795,AP025764.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023734815,AP025767.1||0,19,11,N/A,E. hormaechei,Japan
GCA_023734835,AP025770.1||0,19,11,N/A,E. hormaechei,Japan
GCA_023734875,AP025774.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023734955,AP025784.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023735155,AP025801.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023735215,AP025807.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023735255,AP025812.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023735275,AP025815.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023735295,AP025818.1||1,19,11,N/A,E. hormaechei,Japan
GCA_023735335,AP025824.1||0,19,11,N/A,E. hormaechei,Japan
GCA_023735355,AP025827.1||0,19,11,N/A,E. hormaechei,Japan
GCA_023735515,AP025855.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735535,AP025859.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735615,AP025863.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735695,AP025867.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735715,AP025871.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735735,AP025875.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735815,AP025891.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735855,AP025899.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735875,AP025903.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735915,AP025911.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735935,AP025915.1||3,20,33,N/A,E. hormaechei,Japan
GCA_023735995,AP025927.1||3,20,33,N/A,E. hormaechei,Japan
GCA_002954165,CP026850.1||1,21,31,N/A,E. hormaechei,N/A
GCA_013625265,CP058153.1||1,21,31,Environmental,E. hormaechei,United Kingdom
GCA_013625575,CP058160.1||1,21,31,Environmental,E. hormaechei,United Kingdom
GCA_013731155,CP056155.1||1,21,31,Environmental,E. hormaechei,United Kingdom
GCA_013744415,CP056756.1||2,21,31,Environmental,E. hormaechei,United Kingdom
GCA_013747975,CP056441.1||2,21,31,Environmental,E. hormaechei,United Kingdom
GCA_030847705,CP126831.1||0.1,21,31,Human,E. hormaechei,Switzerland
GCA_030847725,CP126837.1||0.1,21,31,Human,E. hormaechei,Switzerland
GCA_031432835,CP133860.1||1,21,31,Environmental,E. hormaechei,United Kingdom
GCA_032202545,CP126841.1||0.1,21,31,Human,E. hormaechei,Switzerland
GCA_905330335,OW968026.1||0,21,31,Human,E. hormaechei,Spain
GCA_030847665,CP126824.1||0,22,36,Animal,E. hormaechei,Switzerland
GCA_030847685,CP126815.1||0,22,36,Animal,E. hormaechei,Switzerland
GCA_030848085,CP126798.1||1,22,36,Human,E. hormaechei,Switzerland
GCA_030848125,CP126807.1||0,22,36,Animal,E. hormaechei,Switzerland
GCA_030848145,CP126811.1||0,22,36,Animal,E. hormaechei,Switzerland
GCA_030848165,CP126819.1||0,22,36,Animal,E. hormaechei,Switzerland
GCA_030848185,CP126827.1||0,22,36,Animal,E. hormaechei,Switzerland
GCA_905232775,OW849483.1||1,22,36,Human,E. hormaechei,Spain
GCA_905322535,OW967388.1||0,22,36,Human,E. hormaechei,Spain
GCA_905331095,OW968296.1||1,22,36,Human,E. hormaechei,Spain
GCA_905335505,OW969715.1||0,22,36,Human,E. hormaechei,Spain
GCA_000814225,CP010385.1||0,23,35,N/A,E. hormaechei,N/A
GCA_001984825,CP043319.1||0,23,35,N/A,E. chengduensis,N/A
GCA_015238615,CP047968.1||0,23,35,N/A,E. hormaechei,N/A
GCA_015910245,CP047731.1||0,23,35,N/A,E. hormaechei,N/A
GCA_020695725,CP085781.1||0,23,35,N/A,E. hormaechei,N/A
GCA_022023915,CP066103.1||0,23,35,N/A,E. hormaechei,N/A
GCA_022023955,CP066110.1||0,23,35,N/A,E. hormaechei,N/A
GCA_032202685,CP126853.1||0,23,35,N/A,E. hormaechei,N/A
GCA_905232845,OW849308.1||0,23,35,N/A,E. hormaechei,N/A
GCA_905322515,OW967016.1||0,23,35,N/A,E. hormaechei,N/A
GCA_003428425,CP031726.1||0,24,5,N/A,E. hormaechei,China
GCA_009728975,CP046271.1||0,24,5,Human,E. hormaechei,China
GCA_014771415,CP061744.1||0,24,5,Human,E. hormaechei,China
GCA_015535055,CP064656.1||0,24,5,Human,E. hormaechei,China
GCA_017310485,CP064113.1||0,24,5,N/A,E. hormaechei,China
GCA_019537295,JAIEUG010000001.1||0,24,5,Human,E. hormaechei,China
GCA_023547485,CP053643.1||0,24,5,Human,E. hormaechei,China
GCA_023897035,CP053691.1||0,24,5,Human,E. hormaechei,China
GCA_030847905,CP126753.1||1,24,5,Animal,E. hormaechei,Switzerland
GCA_030847925,CP126757.1||1,24,5,Animal,E. hormaechei,Switzerland
GCA_015910265,CP047736.1||1,25,49,Human,E. hormaechei,Canada
GCA_015910285,CP047740.1||1,25,49,Human,E. hormaechei,Canada
GCA_015910325,CP048696.1||1,25,49,Environmental,E. hormaechei,Canada
GCA_015910345,CP049021.1||1,25,49,Environmental,E. hormaechei,Canada
GCA_015910365,CP047757.1||1,25,49,Human,E. hormaechei,Canada
GCA_022023895,CP066094.1||1,25,49,Environmental,E. hormaechei,Canada
GCA_026015945,CP110354.1||1,25,49,Human,E. hormaechei,China
GCA_027271235,CP114571.1||1,25,49,Environmental,E. hormaechei,China
GCA_903993075,OW970506.1||1.1,25,49,Human,E. hormaechei,Spain
GCA_903993235,OW970409.1||1.1,25,49,Human,E. hormaechei,Spain
GCA_001719105,CP017087.1||1,26,4,Environmental,E. asburiae,South Korea
GCA_011396735,AP022628.1||2,26,4,N/A,E. asburiae,Japan
GCA_014169635,AP022228.1||3,26,4,N/A,E. asburiae,Japan
GCA_015138375,AP022519.1||4,26,4,N/A,E. asburiae,Japan
GCA_019973695,AP024281.1||3,26,4,N/A,E. asburiae,Japan
GCA_025908375,CP109679.1||2,26,4,Human,E. asburiae,Taiwan
GCA_028622135,CP117723.1||1,26,4,Human,E. asburiae,USA
GCA_031166305,CP133346.1||4,26,4,Clinical,E. asburiae,N/A
GCA_032301015,CP135261.1||5,26,4,N/A,E. asburiae,China
GCA_015910265,CP047736.1||0,27,48,Human,E. hormaechei,Canada
GCA_015910285,CP047740.1||0,27,48,Human,E. hormaechei,Canada
GCA_015910325,CP048696.1||0,27,48,Environmental,E. hormaechei,Canada
GCA_015910345,CP049021.1||0,27,48,Environmental,E. hormaechei,Canada
GCA_015910365,CP047757.1||0,27,48,Human,E. hormaechei,Canada
GCA_022023895,CP066094.1||0,27,48,Environmental,E. hormaechei,Canada
GCA_026240655,CP110857.1||0,27,48,Human,E. hormaechei,China
GCA_903993075,OW970506.1||0,27,48,Human,E. hormaechei,Spain
GCA_903993235,OW970409.1||0,27,48,Human,E. hormaechei,Spain
GCA_023734835,AP025770.1||1,28,16,N/A,E. hormaechei,Japan
GCA_023734835,AP025770.1||3,28,16,N/A,E. hormaechei,Japan
GCA_023735015,AP025792.1||2,28,16,N/A,E. hormaechei,Japan
GCA_023735015,AP025792.1||1,28,16,N/A,E. hormaechei,Japan
GCA_023735075,AP025799.1||2,28,16,N/A,E. hormaechei,Japan
GCA_023735235,AP025810.1||2,28,16,N/A,E. hormaechei,Japan
GCA_023735235,AP025810.1||1,28,16,N/A,E. hormaechei,Japan
GCA_023735335,AP025824.1||2,28,16,N/A,E. hormaechei,Japan
GCA_023735335,AP025824.1||3,28,16,N/A,E. hormaechei,Japan
GCA_003254805,CP030007.1||0,29,9,Environmental,E. hormaechei,South Africa
GCA_015137995,AP022510.1||0,29,9,N/A,E. hormaechei,Japan
GCA_023735475,AP025847.1||0,29,9,N/A,E. hormaechei,Japan
GCA_023735495,AP025851.1||1,29,9,N/A,E. hormaechei,Japan
GCA_905232475,OW849178.1||0,29,9,Human,E. hormaechei,Spain
GCA_905232485,OW849532.1||0,29,9,Human,E. hormaechei,Spain
GCA_905232495,OW849474.1||0,29,9,Human,E. hormaechei,Spain
GCA_905330285,OW968086.1||0,29,9,Human,E. hormaechei,Spain
GCA_905330795,OW968139.1||0,29,9,Human,E. hormaechei,Spain
GCA_023734795,AP025764.1||0,30,61,N/A,E. hormaechei,Japan
GCA_023734875,AP025774.1||0,30,61,N/A,E. hormaechei,Japan
GCA_023734955,AP025784.1||0.1,30,61,N/A,E. hormaechei,Japan
GCA_023735155,AP025801.1||0.1,30,61,N/A,E. hormaechei,Japan
GCA_023735215,AP025807.1||0.1,30,61,N/A,E. hormaechei,Japan
GCA_023735255,AP025812.1||0,30,61,N/A,E. hormaechei,Japan
GCA_023735275,AP025815.1||0.1,30,61,N/A,E. hormaechei,Japan
GCA_023735295,AP025818.1||0.1,30,61,N/A,E. hormaechei,Japan
GCA_024182025,AP025842.1||0.2,30,61,N/A,E. hormaechei,Japan
GCA_015910265,CP047736.1||5,31,47,Human,E. hormaechei,Canada
GCA_015910285,CP047740.1||4,31,47,Human,E. hormaechei,Canada
GCA_015910365,CP047757.1||4,31,47,Human,E. hormaechei,Canada
GCA_019355415,CP049290.1||4,31,47,Human,E. hormaechei,China
GCA_023612875,CP039388.1||4,31,47,N/A,E. hormaechei,China
GCA_026015945,CP110354.1||5,31,47,Human,E. hormaechei,China
GCA_026240655,CP110857.1||3,31,47,Human,E. hormaechei,China
GCA_027271235,CP114571.1||5,31,47,Environmental,E. hormaechei,China
GCA_000784865,CP009850.1||1,32,46,Environmental,E. kobei,USA
GCA_000807405,CP012165.1||2,32,46,Human,E. hormaechei,USA
GCA_001922365,CP018814.1||3,32,46,N/A,E. hormaechei,N/A
GCA_002192395,CP021776.1||3,32,46,N/A,E. hormaechei,N/A
GCA_002204775,CP021902.1||3,32,46,N/A,E. hormaechei,N/A
GCA_008931545,CP042578.1||2,32,46,Human,E. kobei,Australia
GCA_018075005,CP072945.1||3,32,46,Clinical,E. hormaechei,N/A
GCA_028532685,CP116959.1||3,32,46,Human,E. hormaechei,USA
GCA_015535675,CP063224.1||2,33,60,Human,E. hormaechei,Switzerland
GCA_030863685,CP114994.1||2,33,60,Animal,E. hormaechei,Thailand
GCA_030863705,CP114997.1||2,33,60,Animal,E. hormaechei,Thailand
GCA_905217835,OW848812.1||4,33,60,Human,E. hormaechei,Spain
GCA_905232075,OW849508.1||1,33,60,Human,E. hormaechei,Spain
GCA_905232535,OW849188.1||1,33,60,Human,E. hormaechei,Spain
GCA_905331005,OW968396.1||1,33,60,Human,E. hormaechei,Spain
GCA_905335515,OW969698.1||1,33,60,Human,E. hormaechei,Spain
GCA_021397695,CP090146.1||2,34,11,Human,E. hormaechei,Taiwan
GCA_021398115,CP090192.1||2,34,11,Human,E. hormaechei,Taiwan
GCA_041378905,CP166883.1||2,34,11,Human,E. hormaechei,Taiwan
GCA_041378915,CP166888.1||2,34,11,Human,E. hormaechei,Taiwan
GCA_041378925,CP166892.1||1,34,11,Human,E. hormaechei,Taiwan
GCA_041410215,CP166979.1||2,34,11,Human,E. hormaechei,Taiwan
GCA_905231985,OW849457.1||2,34,11,Human,E. hormaechei,Spain
GCA_905232845,OW849306.1||2,34,11,Human,E. hormaechei,Spain
GCA_003428425,CP031726.1||2,35,23,N/A,E. hormaechei,China
GCA_009728975,CP046271.1||3,35,23,Human,E. hormaechei,China
GCA_017310485,CP064113.1||2,35,23,N/A,E. hormaechei,China
GCA_019537295,JAIEUG010000001.1||3,35,23,Human,E. hormaechei,China
GCA_023547485,CP053643.1||3,35,23,Human,E. hormaechei,China
GCA_023897035,CP053691.1||3,35,23,Human,E. hormaechei,China
GCA_030847905,CP126753.1||7,35,23,Animal,E. hormaechei,Switzerland
GCA_030847925,CP126757.1||7,35,23,Animal,E. hormaechei,Switzerland
GCA_013625115,CP058149.1||5,36,28,Environmental,E. hormaechei,United Kingdom
GCA_013733565,CP056174.1||8,36,28,Environmental,E. hormaechei,United Kingdom
GCA_013739595,CP056663.1||8,36,28,Environmental,E. hormaechei,United Kingdom
GCA_013740655,CP056455.1||6,36,28,Environmental,E. hormaechei,United Kingdom
GCA_013742375,CP056727.1||3,36,28,Environmental,E. hormaechei,United Kingdom
GCA_021869665,CP091486.1||4,36,28,Clinical,E. hormaechei,China
GCA_041005825,CP163109.1||4,36,28,Human,E. hormaechei,China
GCA_905338035,OW970320.1||2,36,28,Human,E. hormaechei,Spain
GCA_003964795,CP043382.1||2,37,56,Human,E. hormaechei,China
GCA_003965345,CP036310.1||3,37,56,N/A,E. hormaechei,China
GCA_030863685,CP114994.1||3,37,56,Animal,E. hormaechei,Thailand
GCA_030863705,CP114997.1||3,37,56,Animal,E. hormaechei,Thailand
GCA_905232075,OW849508.1||2,37,56,Human,E. hormaechei,Spain
GCA_905232535,OW849188.1||2,37,56,Human,E. hormaechei,Spain
GCA_905331005,OW968396.1||2,37,56,Human,E. hormaechei,Spain
GCA_905335515,OW969698.1||2,37,56,Human,E. hormaechei,Spain
GCA_008931525,CP042573.1||full,38,10,N/A,E. hormaechei,N/A
GCA_018075245,CP072972.1||full,38,10,N/A,E. hormaechei,N/A
GCA_019048245,CP077310.1||full,38,10,N/A,E. hormaechei,N/A
GCA_027886505,CP115674.1||full,38,10,N/A,E. hormaechei,N/A
GCA_029719585,CP099319.1||full,38,10,N/A,E. hormaechei,N/A
GCA_029948145,CP124123.1||full,38,10,N/A,E. hormaechei,N/A
GCA_038069265,CP156938.1||full,38,10,N/A,E. hormaechei,N/A
GCA_905233065,OW849358.1||full,38,10,N/A,E. hormaechei,N/A
GCA_023734855,AP025772.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023734915,AP025780.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023734935,AP025782.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023734975,AP025787.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023734995,AP025790.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023735035,AP025795.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023735055,AP025797.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023735315,AP025821.1||0,39,71,N/A,E. hormaechei,Japan
GCA_023734855,AP025772.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023734915,AP025780.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023734935,AP025782.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023734975,AP025787.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023734995,AP025790.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023735035,AP025795.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023735055,AP025797.1||1,40,11,N/A,E. hormaechei,Japan
GCA_023735315,AP025821.1||1,40,11,N/A,E. hormaechei,Japan
GCA_000814225,CP010384.1||4,41,39,Human,E. hormaechei,USA
GCA_003053755,CP027604.1||4,41,39,N/A,E. hormaechei,N/A
GCA_019537335,JAIEUF010000001.1||3,41,39,Human,E. hormaechei,China
GCA_030486465,CP129636.1||2,41,39,Human,E. hormaechei,Senegal
GCA_030847905,CP126753.1||6,41,39,Animal,E. hormaechei,Switzerland
GCA_030847925,CP126757.1||6,41,39,Animal,E. hormaechei,Switzerland
GCA_030863645,CP114979.1||4,41,39,Animal,E. hormaechei,Thailand
GCA_003660125,CP032841.1||3,42,55,Clinical,E. hormaechei,Australia
GCA_021397695,CP090146.1||3,42,55,Human,E. hormaechei,Taiwan
GCA_021398115,CP090192.1||3,42,55,Human,E. hormaechei,Taiwan
GCA_041378905,CP166883.1||3,42,55,Human,E. hormaechei,Taiwan
GCA_041378915,CP166888.1||4,42,55,Human,E. hormaechei,Taiwan
GCA_041378925,CP166892.1||4,42,55,Human,E. hormaechei,Taiwan
GCA_041410215,CP166979.1||3,42,55,Human,E. hormaechei,Taiwan
GCA_000724505,CP008823.1||2,43,19,Environmental,E. hormaechei,USA
GCA_001022015,CP011572.1||3,43,19,Human,E. hormaechei,USA
GCA_001022055,CP011584.1||3,43,19,Human,E. hormaechei,USA
GCA_001022075,CP011581.1||2,43,19,Human,E. hormaechei,USA
GCA_001022255,CP011650.1||3,43,19,Human,E. hormaechei,USA
GCA_001874505,CP011662.1||2,43,19,Human,E. hormaechei,USA
GCA_038627025,CP157339.1||3,43,19,Human,E. hormaechei,USA
GCA_030413825,CP129250.1||2,44,43,Human,E. hormaechei,Senegal
GCA_030486465,CP129636.1||3,44,43,Human,E. hormaechei,Senegal
GCA_030863645,CP114979.1||5,44,43,Animal,E. hormaechei,Thailand
GCA_038418305,CP157756.1||3,44,43,Human,E. hormaechei,USA
GCA_040455895,CP167101.1||3,44,43,Human,E. hormaechei,USA
GCA_905232815,OW849516.1||3,44,43,Human,E. hormaechei,Spain
GCA_905329565,OW967363.1||3,44,43,Human,E. hormaechei,Spain
GCA_030847825,CP126869.1||4,45,37,Human,E. hormaechei,Switzerland
GCA_030847845,CP126873.1||4,45,37,Human,E. hormaechei,Switzerland
GCA_905232045,OW849173.1||3,45,37,Human,E. hormaechei,Spain
GCA_905232125,OW849162.1||3,45,37,Human,E. hormaechei,Spain
GCA_905232625,OW849142.1||3,45,37,Human,E. hormaechei,Spain
GCA_905232645,OW849360.1||3,45,37,Human,E. hormaechei,Spain
GCA_905330885,OW968469.1||3,45,37,Human,E. hormaechei,Spain
GCA_030847825,CP126869.1||2,46,84,Human,E. hormaechei,Switzerland
GCA_030847845,CP126873.1||2,46,84,Human,E. hormaechei,Switzerland
GCA_905232045,OW849173.1||1,46,84,Human,E. hormaechei,Spain
GCA_905232125,OW849162.1||1,46,84,Human,E. hormaechei,Spain
GCA_905232625,OW849142.1||1,46,84,Human,E. hormaechei,Spain
GCA_905232645,OW849360.1||1,46,84,Human,E. hormaechei,Spain
GCA_905330885,OW968469.1||0,46,84,Human,E. hormaechei,Spain
GCA_003964795,CP043382.1||3,47,65,Human,E. hormaechei,China
GCA_003965345,CP036310.1||5,47,65,N/A,E. hormaechei,China
GCA_019056655,CP077661.1||3,47,65,Clinical,E. hormaechei,China
GCA_905232075,OW849508.1||3,47,65,Human,E. hormaechei,Spain
GCA_905232535,OW849188.1||3,47,65,Human,E. hormaechei,Spain
GCA_905331005,OW968396.1||3,47,65,Human,E. hormaechei,Spain
GCA_905335515,OW969698.1||3,47,65,Human,E. hormaechei,Spain
GCA_000807405,CP012165.1||1,48,104,Human,E. hormaechei,USA
GCA_001922365,CP018814.1||1,48,104,N/A,E. hormaechei,N/A
GCA_002192395,CP021776.1||1,48,104,N/A,E. hormaechei,N/A
GCA_002204775,CP021902.1||1,48,104,N/A,E. hormaechei,N/A
GCA_018075005,CP072945.1||1,48,104,Clinical,E. hormaechei,N/A
GCA_028532685,CP116959.1||1,48,104,Human,E. hormaechei,USA
GCA_000750275,CP008905.1||0,49,68,Human,E. hormaechei,USA
GCA_016864035,CP045312.1||3,49,68,N/A,E. hormaechei,Netherlands
GCA_021869625,CP091496.1||4,49,68,Environmental,E. hormaechei,China
GCA_021869665,CP091486.1||3,49,68,Clinical,E. hormaechei,China
GCA_038069265,CP156939.1||4,49,68,Human,E. hormaechei,USA
GCA_041005825,CP163109.1||3,49,68,Human,E. hormaechei,China
GCA_001022015,CP011572.1||1,50,38,Human,E. hormaechei,USA
GCA_001022055,CP011584.1||2,50,38,Human,E. hormaechei,USA
GCA_001022075,CP011581.1||0,50,38,Human,E. hormaechei,USA
GCA_001022255,CP011650.1||2,50,38,Human,E. hormaechei,USA
GCA_001874505,CP011662.1||1,50,38,Human,E. hormaechei,USA
GCA_018140965,CP073310.1||2,50,38,Clinical,E. cloacae,Czech Republic
Isolate phage,PQ039553.1,51,105,N/A,Isolate phage,Kenya
Isolate phage,OP272490.1,51,105,N/A,Isolate phage,Kenya
Isolate phage,PQ039555.1,51,105,N/A,Isolate phage,Kenya
Isolate phage,OP272492.1,51,105,N/A,Isolate phage,Kenya
Isolate phage,OP272493.1,51,105,N/A,Isolate phage,Kenya
Isolate phage,OP272491.1,51,105,N/A,Isolate phage,Kenya
GCA_003428425,CP031722.1||full,52,10,N/A,E. hormaechei,N/A
GCA_009728975,CP046272.1||full,52,10,N/A,E. hormaechei,N/A
GCA_017310485,CP064114.1||full,52,10,N/A,E. hormaechei,N/A
GCA_019537295,JAIEUG010000003.1||full,52,10,N/A,E. hormaechei,N/A
GCA_023547485,CP053644.1||full,52,10,N/A,E. hormaechei,N/A
GCA_023897035,CP053692.1||full,52,10,N/A,E. hormaechei,N/A
GCA_009728975,CP046271.1||2,53,106,Human,E. hormaechei,China
GCA_019537295,JAIEUG010000001.1||2,53,106,Human,E. hormaechei,China
GCA_023547485,CP053643.1||2,53,106,Human,E. hormaechei,China
GCA_023897035,CP053691.1||2,53,106,Human,E. hormaechei,China
GCA_030847905,CP126753.1||5,53,106,Animal,E. hormaechei,Switzerland
GCA_030847925,CP126757.1||5,53,106,Animal,E. hormaechei,Switzerland
GCA_025311535,CP104402.1||full,54,10,N/A,E. hormaechei,N/A
GCA_025311555,CP104404.1||full,54,10,N/A,E. hormaechei,N/A
GCA_025311595,CP104406.1||full,54,10,N/A,E. hormaechei,N/A
GCA_030847985,CP126775.1||full,54,10,N/A,E. hormaechei,N/A
GCA_030848065,CP126785.1||full,54,10,N/A,E. hormaechei,N/A
GCA_032202905,CP126779.1||full,54,10,N/A,E. hormaechei,N/A
GCA_015910265,CP047736.1||3,55,107,Human,E. hormaechei,Canada
GCA_015910285,CP047740.1||3,55,107,Human,E. hormaechei,Canada
GCA_015910325,CP048696.1||3,55,107,Environmental,E. hormaechei,Canada
GCA_015910345,CP049021.1||3,55,107,Environmental,E. hormaechei,Canada
GCA_015910365,CP047757.1||3,55,107,Human,E. hormaechei,Canada
GCA_022023895,CP066094.1||3,55,107,Environmental,E. hormaechei,Canada
GCA_030847665,CP126824.1||1,56,70,Animal,E. hormaechei,Switzerland
GCA_030847685,CP126815.1||1,56,70,Animal,E. hormaechei,Switzerland
GCA_030848125,CP126807.1||1,56,70,Animal,E. hormaechei,Switzerland
GCA_030848145,CP126811.1||1,56,70,Animal,E. hormaechei,Switzerland
GCA_030848165,CP126819.1||1,56,70,Animal,E. hormaechei,Switzerland
GCA_030848185,CP126827.1||1,56,70,Animal,E. hormaechei,Switzerland
GCA_000512375,CP006580.1||6,57,6,N/A,E. ludwigii,N/A
GCA_028198205,CP116347.1||7,57,6,N/A,E. ludwigii,China
GCA_029721015,CP099325.1||0,57,6,Environmental,E. ludwigii,United Kingdom
GCA_031851395,CP134635.1||2,57,6,Animal,E. ludwigii,France
GCA_031851435,CP134638.1||4,57,6,Animal,E. ludwigii,France
GCA_000632395,CP007546.1||2,58,4,N/A,E. asburiae,Malaysia
GCA_018394395,CP074584.1||2,58,4,N/A,E. asburiae,Malaysia
GCA_019968785,CP074154.1||1,58,4,Environmental,E. asburiae,Japan
GCA_031851415,CP134636.1||3,58,4,Animal,E. asburiae,France
GCA_033130105,AP028420.1||3,58,4,N/A,E. asburiae,Japan
GCA_015238615,CP047965.1||1,59,100,N/A,E. hormaechei,N/A
